service_date,gtfs_route_id,gtfs_route_desc,route_category,mode_type,otp_numerator,otp_denominator,cancelled_numerator,month,route_short_name,route_long_name
2021-11-26,749,Rapid Transit,Silver Line,Bus,735,822,0,21Nov,SL5,Nubian Station - Temple Place
2021-11-26,747,Local Bus,Other Bus,Bus,142,222,0,21Nov,CT2,Sullivan Square Station - Ruggles Station
2021-11-26,747,Local Bus,Other Bus,Bus,162,280,0,21Nov,CT2,Sullivan Square Station - Ruggles Station
2021-11-26,746,Rapid Transit,Silver Line,Bus,81,95,0,21Nov,SLW,Silver Line Way - South Station
2021-11-26,746,Rapid Transit,Silver Line,Bus,77,88,0,21Nov,SLW,Silver Line Way - South Station
2021-11-26,743,Rapid Transit,Silver Line,Bus,1036,1288,0,21Nov,SL3,Chelsea Station - South Station
2021-11-26,743,Rapid Transit,Silver Line,Bus,503,593,0,21Nov,SL3,Chelsea Station - South Station
2021-11-26,742,Rapid Transit,Silver Line,Bus,366,441,0,21Nov,SL2,Drydock Avenue - South Station
2021-11-26,742,Rapid Transit,Silver Line,Bus,252,284,0,21Nov,SL2,Drydock Avenue - South Station
2021-11-26,741,Rapid Transit,Silver Line,Bus,323,366,0,21Nov,SL1,Logan Airport Terminals - South Station
2021-11-26,741,Rapid Transit,Silver Line,Bus,856,1121,0,21Nov,SL1,Logan Airport Terminals - South Station
2021-11-26,74,Local Bus,Other Bus,Bus,294,352,0,21Nov,74,Belmont Center - Harvard via Concord Avenue
2021-11-26,74,Local Bus,Other Bus,Bus,81,102,0,21Nov,74,Belmont Center - Harvard via Concord Avenue
2021-11-26,73,Key Bus Route (Frequent Service),Key Bus,Bus,651,792,0,21Nov,73,Waverley Square - Harvard Station
2021-11-26,73,Key Bus Route (Frequent Service),Key Bus,Bus,278,331,0,21Nov,73,Waverley Square - Harvard Station
2021-11-26,71,Key Bus Route (Frequent Service),Key Bus,Bus,631,759,0,21Nov,71,Watertown Square - Harvard Station
2021-11-26,71,Key Bus Route (Frequent Service),Key Bus,Bus,349,396,0,21Nov,71,Watertown Square - Harvard Station
2021-11-26,708,Local Bus,Other Bus,Bus,132,169,0,21Nov,CT3,Beth Israel Deaconess Hospital - Andrew Station
2021-11-26,708,Local Bus,Other Bus,Bus,155,211,0,21Nov,CT3,Beth Israel Deaconess Hospital - Andrew Station
2021-11-26,70,Local Bus,Other Bus,Bus,253,325,0,21Nov,70,Market Place Drive or Waltham Center - University Park
2021-11-26,70,Local Bus,Other Bus,Bus,653,855,0,21Nov,70,Market Place Drive or Waltham Center - University Park
2021-11-26,7,Local Bus,Other Bus,Bus,323,361,0,21Nov,7,City Point - Otis Street & Summer Street
2021-11-26,7,Local Bus,Other Bus,Bus,219,287,0,21Nov,7,City Point - Otis Street & Summer Street
2021-11-26,69,Local Bus,Other Bus,Bus,238,275,0,21Nov,69,Harvard Square - Lechmere Station
2021-11-26,69,Local Bus,Other Bus,Bus,128,140,0,21Nov,69,Harvard Square - Lechmere Station
2021-11-26,68,Local Bus,Other Bus,Bus,54,73,0,21Nov,68,Harvard Square - Kendall/MIT Station
2021-11-26,68,Local Bus,Other Bus,Bus,31,41,0,21Nov,68,Harvard Square - Kendall/MIT Station
2021-11-26,67,Local Bus,Other Bus,Bus,52,73,0,21Nov,67,Turkey Hill - Alewife Station
2021-11-26,67,Local Bus,Other Bus,Bus,100,119,0,21Nov,67,Turkey Hill - Alewife Station
2021-11-26,66,Key Bus Route (Frequent Service),Key Bus,Bus,1115,1429,0,21Nov,66,Harvard Square - Nubian Station
2021-11-26,66,Key Bus Route (Frequent Service),Key Bus,Bus,409,511,0,21Nov,66,Harvard Square - Nubian Station
2021-11-26,65,Local Bus,Other Bus,Bus,241,270,0,21Nov,65,Brighton Center - Kenmore Station
2021-11-26,65,Local Bus,Other Bus,Bus,203,237,0,21Nov,65,Brighton Center - Kenmore Station
2021-11-26,64,Local Bus,Other Bus,Bus,118,190,0,21Nov,64,Oak Square - University Park or Kendall/MIT Station
2021-11-26,64,Local Bus,Other Bus,Bus,44,82,0,21Nov,64,Oak Square - University Park or Kendall/MIT Station
2021-11-27,97,Local Bus,Other Bus,Bus,68,89,0,21Nov,97,Malden Center Station - Wellington Station
2021-11-26,62,Local Bus,Other Bus,Bus,234,336,0,21Nov,62,Bedford VA Hospital - Alewife Station
2021-11-26,60,Local Bus,Other Bus,Bus,123,158,0,21Nov,60,Chestnut Hill - Kenmore Station
2021-11-26,60,Local Bus,Other Bus,Bus,336,394,0,21Nov,60,Chestnut Hill - Kenmore Station
2021-11-26,59,Local Bus,Other Bus,Bus,114,169,0,21Nov,59,Needham Junction - Watertown Square
2021-11-26,59,Local Bus,Other Bus,Bus,47,98,0,21Nov,59,Needham Junction - Watertown Square
2021-11-26,57,Key Bus Route (Frequent Service),Key Bus,Bus,1065,1310,0,21Nov,57,Watertown Yard - Kenmore Station
2021-11-26,57,Key Bus Route (Frequent Service),Key Bus,Bus,410,487,0,21Nov,57,Watertown Yard - Kenmore Station
2021-11-26,558,Express Bus,Other Bus,Bus,17,23,0,21Nov,558,Riverside Station - Newton Corner
2021-11-26,558,Express Bus,Other Bus,Bus,11,21,0,21Nov,558,Riverside Station - Newton Corner
2021-11-26,556,Express Bus,Other Bus,Bus,16,23,0,21Nov,556,Waltham Highlands - Newton Corner
2021-11-26,556,Express Bus,Other Bus,Bus,13,21,0,21Nov,556,Waltham Highlands - Newton Corner
2021-11-26,554,Express Bus,Other Bus,Bus,15,21,0,21Nov,554,Waverley Square - Newton Corner
2021-11-26,554,Express Bus,Other Bus,Bus,17,23,0,21Nov,554,Waverley Square - Newton Corner
2021-11-26,553,Express Bus,Other Bus,Bus,16,38,0,21Nov,553,Roberts - Newton Corner
2021-11-26,553,Express Bus,Other Bus,Bus,37,88,0,21Nov,553,Roberts - Newton Corner
2021-11-26,55,Local Bus,Other Bus,Bus,48,53,0,21Nov,55,Jersey Street & Queensberry Street - Copley Station
2021-11-26,52,Local Bus,Other Bus,Bus,124,165,0,21Nov,52,Dedham Mall - Watertown Yard
2021-11-26,52,Local Bus,Other Bus,Bus,110,132,0,21Nov,52,Dedham Mall - Watertown Yard
2021-11-26,51,Local Bus,Other Bus,Bus,53,117,0,21Nov,51,Reservoir Station - Forest Hills Station
2021-11-26,51,Local Bus,Other Bus,Bus,137,231,0,21Nov,51,Reservoir Station - Forest Hills Station
2021-11-26,505,Express Bus,Other Bus,Bus,55,159,0,21Nov,505,Waltham Center - Federal Street & Franklin Street
2021-11-27,44,Local Bus,Other Bus,Bus,476,583,0,21Nov,44,Jackson Square Station - Ruggles Station
2021-11-26,505,Express Bus,Other Bus,Bus,53,101,0,21Nov,505,Waltham Center - Federal Street & Franklin Street
2021-11-26,504,Express Bus,Other Bus,Bus,185,218,0,21Nov,504,Watertown Yard - Federal Street & Franklin Street
2021-11-26,504,Express Bus,Other Bus,Bus,150,218,0,21Nov,504,Watertown Yard - Federal Street & Franklin Street
2021-11-27,15,Key Bus Route (Frequent Service),Key Bus,Bus,1080,1333,0,21Nov,15,Fields Corner Station or Kane Square - Ruggles Station
2021-11-26,501,Express Bus,Other Bus,Bus,201,244,0,21Nov,501,Brighton Center - Federal Street & Franklin Street
2021-11-26,501,Express Bus,Other Bus,Bus,81,106,0,21Nov,501,Brighton Center - Federal Street & Franklin Street
2021-11-26,31,Local Bus,Other Bus,Bus,321,347,0,21Nov,31,Mattapan Station - Forest Hills Station via Morton Street
2021-11-26,50,Local Bus,Other Bus,Bus,87,106,0,21Nov,50,Cleary Square - Forest Hills Station
2021-11-26,50,Local Bus,Other Bus,Bus,143,154,0,21Nov,50,Cleary Square - Forest Hills Station
2021-11-26,47,Local Bus,Other Bus,Bus,438,593,0,21Nov,47,"Central Square, Cambridge - Broadway Station"
2021-11-26,CR-Needham,Commuter Rail,NULL,Commuter Rail,21,23,0,21Nov,,Needham Line
2021-11-26,47,Local Bus,Other Bus,Bus,253,307,0,21Nov,47,"Central Square, Cambridge - Broadway Station"
2021-11-26,456,Limited Service,Other Bus,Bus,1,4,0,21Nov,456,"Salem Depot - Central Square, Lynn"
2021-11-26,456,Limited Service,Other Bus,Bus,46,54,0,21Nov,456,"Salem Depot - Central Square, Lynn"
2021-11-26,455,Local Bus,Other Bus,Bus,331,574,0,21Nov,455,Salem Depot - Wonderland Station
2021-11-26,455,Local Bus,Other Bus,Bus,97,216,0,21Nov,455,Salem Depot - Wonderland Station
2021-11-26,451,Limited Service,Other Bus,Bus,20,34,0,21Nov,451,North Beverly Station - Salem Depot
2021-11-26,451,Limited Service,Other Bus,Bus,23,36,0,21Nov,451,North Beverly Station - Salem Depot
2021-11-26,450,Express Bus,Other Bus,Bus,184,288,0,21Nov,450,Salem Depot - Wonderland or Haymarket Station
2021-11-26,450,Express Bus,Other Bus,Bus,58,127,0,21Nov,450,Salem Depot - Wonderland or Haymarket Station
2021-11-26,45,Local Bus,Other Bus,Bus,414,538,0,21Nov,45,Franklin Park - Ruggles Station
2021-11-26,45,Local Bus,Other Bus,Bus,170,242,0,21Nov,45,Franklin Park - Ruggles Station
2021-11-26,442,Local Bus,Other Bus,Bus,269,351,0,21Nov,442,Marblehead - Wonderland Station via Humphrey Street
2021-11-26,442,Local Bus,Other Bus,Bus,105,142,0,21Nov,442,Marblehead - Wonderland Station via Humphrey Street
2021-11-26,441,Local Bus,Other Bus,Bus,42,66,0,21Nov,441,Marblehead - Wonderland Station via Paradise Road
2021-11-26,441,Local Bus,Other Bus,Bus,86,127,0,21Nov,441,Marblehead - Wonderland Station via Paradise Road
2021-11-26,44,Local Bus,Other Bus,Bus,487,608,0,21Nov,44,Jackson Square Station - Ruggles Station
2021-11-26,44,Local Bus,Other Bus,Bus,196,255,0,21Nov,44,Jackson Square Station - Ruggles Station
2021-11-26,439,Limited Service,Other Bus,Bus,15,20,0,21Nov,439,Nahant - Wonderland Station
2021-11-26,439,Limited Service,Other Bus,Bus,13,18,0,21Nov,439,Nahant - Wonderland Station
2021-11-26,436,Local Bus,Other Bus,Bus,35,76,0,21Nov,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2021-11-27,96,Local Bus,Other Bus,Bus,238,344,0,21Nov,96,Medford Square - Harvard Station
2021-11-26,CR-Needham,Commuter Rail,NULL,Commuter Rail,9,9,0,21Nov,,Needham Line
2021-11-26,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,7,9,0,21Nov,,Middleborough/Lakeville Line
2021-11-26,CR-Middleborough,Commuter Rail,NULL,Commuter Rail,20,21,0,21Nov,,Middleborough/Lakeville Line
2021-11-26,CR-Lowell,Commuter Rail,NULL,Commuter Rail,31,32,0,21Nov,,Lowell Line
2021-11-26,CR-Lowell,Commuter Rail,NULL,Commuter Rail,10,11,0,21Nov,,Lowell Line
2021-11-26,CR-Kingston,Commuter Rail,NULL,Commuter Rail,8,8,0,21Nov,,Kingston Line
2021-11-26,CR-Kingston,Commuter Rail,NULL,Commuter Rail,18,18,0,21Nov,,Kingston Line
2021-11-26,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,21,21,0,21Nov,,Haverhill Line
2021-11-26,CR-Haverhill,Commuter Rail,NULL,Commuter Rail,11,12,0,21Nov,,Haverhill Line
2021-11-26,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,17,18,0,21Nov,,Greenbush Line
2021-11-26,CR-Greenbush,Commuter Rail,NULL,Commuter Rail,8,8,0,21Nov,,Greenbush Line
2021-11-26,CR-Franklin,Commuter Rail,NULL,Commuter Rail,25,26,0,21Nov,,Franklin Line
2021-11-26,CR-Franklin,Commuter Rail,NULL,Commuter Rail,10,12,0,21Nov,,Franklin Line
2021-11-26,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,7,8,0,21Nov,,Fitchburg Line
2021-11-26,CR-Fitchburg,Commuter Rail,NULL,Commuter Rail,23,26,0,21Nov,,Fitchburg Line
2021-11-26,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,35,35,0,21Nov,,Fairmount Line
2021-11-26,CR-Fairmount,Commuter Rail,NULL,Commuter Rail,12,12,0,21Nov,,Fairmount Line
2021-11-26,Blue,Rapid Transit,Blue Line,Rail,27590.29,28726.54,0,21Nov,,Blue Line
2021-11-26,Blue,Rapid Transit,Blue Line,Rail,41089.8,43203.23,0,21Nov,,Blue Line
2021-11-26,99,Local Bus,Other Bus,Bus,139,186,0,21Nov,99,Woodland Road - Wellington Station
2021-11-26,99,Local Bus,Other Bus,Bus,57,72,0,21Nov,99,Woodland Road - Wellington Station
2021-11-26,97,Local Bus,Other Bus,Bus,51,68,0,21Nov,97,Malden Center Station - Wellington Station
2021-11-26,97,Local Bus,Other Bus,Bus,67,86,0,21Nov,97,Malden Center Station - Wellington Station
2021-11-26,96,Local Bus,Other Bus,Bus,236,324,0,21Nov,96,Medford Square - Harvard Station
2021-11-26,96,Local Bus,Other Bus,Bus,98,154,0,21Nov,96,Medford Square - Harvard Station
2021-11-26,95,Local Bus,Other Bus,Bus,100,135,0,21Nov,95,West Medford or Arlington Center - Sullivan Square Station
2021-11-26,95,Local Bus,Other Bus,Bus,199,268,0,21Nov,95,West Medford or Arlington Center - Sullivan Square Station
2021-11-26,94,Local Bus,Other Bus,Bus,194,245,0,21Nov,94,Medford Square - Davis Station
2021-11-26,94,Local Bus,Other Bus,Bus,70,113,0,21Nov,94,Medford Square - Davis Station
2021-11-26,93,Local Bus,Other Bus,Bus,124,147,0,21Nov,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-11-26,93,Local Bus,Other Bus,Bus,266,367,0,21Nov,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-11-26,92,Local Bus,Other Bus,Bus,121,148,0,21Nov,92,Sullivan Square Station - Downtown via Main Street
2021-11-26,92,Local Bus,Other Bus,Bus,55,78,0,21Nov,92,Sullivan Square Station - Downtown via Main Street
2021-11-26,91,Local Bus,Other Bus,Bus,74,90,0,21Nov,91,"Sullivan Square Station - Central Square, Cambridge"
2021-11-26,91,Local Bus,Other Bus,Bus,170,204,0,21Nov,91,"Sullivan Square Station - Central Square, Cambridge"
2021-11-26,90,Local Bus,Other Bus,Bus,80,109,0,21Nov,90,Davis Station - Assembly Row
2021-11-26,90,Local Bus,Other Bus,Bus,40,62,0,21Nov,90,Davis Station - Assembly Row
2021-11-26,9,Local Bus,Other Bus,Bus,587,666,0,21Nov,9,City Point - Copley Station
2021-11-26,9,Local Bus,Other Bus,Bus,380,444,0,21Nov,9,City Point - Copley Station
2021-11-26,89,Local Bus,Other Bus,Bus,340,406,0,21Nov,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-11-26,89,Local Bus,Other Bus,Bus,218,250,0,21Nov,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-11-26,88,Local Bus,Other Bus,Bus,463,533,0,21Nov,88,Clarendon Hill - Lechmere Station
2021-11-26,88,Local Bus,Other Bus,Bus,150,193,0,21Nov,88,Clarendon Hill - Lechmere Station
2021-11-27,95,Local Bus,Other Bus,Bus,163,212,0,21Nov,95,West Medford or Arlington Center - Sullivan Square Station
2021-11-26,87,Local Bus,Other Bus,Bus,461,597,0,21Nov,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-11-26,87,Local Bus,Other Bus,Bus,151,221,0,21Nov,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-11-26,86,Local Bus,Other Bus,Bus,200,261,0,21Nov,86,Sullivan Square Station - Reservoir Station
2021-11-26,86,Local Bus,Other Bus,Bus,331,488,0,21Nov,86,Sullivan Square Station - Reservoir Station
2021-11-26,85,Local Bus,Other Bus,Bus,42,45,0,21Nov,85,Spring Hill - Kendall/MIT Station
2021-11-26,85,Local Bus,Other Bus,Bus,30,36,0,21Nov,85,Spring Hill - Kendall/MIT Station
2021-11-26,30,Local Bus,Other Bus,Bus,86,105,0,21Nov,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square
2021-11-27,14,Local Bus,Other Bus,Bus,260,347,0,21Nov,14,Roslindale Square - Heath Street
2021-11-27,436,Local Bus,Other Bus,Bus,82,124,0,21Nov,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle"
2021-11-27,94,Local Bus,Other Bus,Bus,200,246,0,21Nov,94,Medford Square - Davis Station
2021-11-27,93,Local Bus,Other Bus,Bus,270,353,0,21Nov,93,Sullivan Square Station - Downtown via Bunker Hill Street
2021-11-27,92,Local Bus,Other Bus,Bus,233,288,0,21Nov,92,Sullivan Square Station - Downtown via Main Street
2021-11-27,91,Local Bus,Other Bus,Bus,191,215,0,21Nov,91,"Sullivan Square Station - Central Square, Cambridge"
2021-11-27,90,Local Bus,Other Bus,Bus,99,121,0,21Nov,90,Davis Station - Assembly Row
2021-11-27,9,Local Bus,Other Bus,Bus,459,584,0,21Nov,9,City Point - Copley Station
2021-11-27,435,Local Bus,Other Bus,Bus,160,249,0,21Nov,435,"Liberty Tree Mall - Central Square, Lynn via Peabody Square"
2021-11-27,89,Local Bus,Other Bus,Bus,207,248,0,21Nov,89,Clarendon Hill or Davis Station - Sullivan Square Station
2021-11-27,430,Local Bus,Other Bus,Bus,92,140,0,21Nov,430,Saugus Center - Malden Center Station
2021-11-27,88,Local Bus,Other Bus,Bus,438,518,0,21Nov,88,Clarendon Hill - Lechmere Station
2021-11-27,43,Local Bus,Other Bus,Bus,195,309,0,21Nov,43,Ruggles  Station - Park Street Station
2021-11-27,87,Local Bus,Other Bus,Bus,489,604,0,21Nov,87,Clarendon Hill or Arlington Center - Lechmere Station
2021-11-27,429,Local Bus,Other Bus,Bus,95,193,0,21Nov,429,"Northgate Shopping Center - Central Square, Lynn"
2021-11-27,86,Local Bus,Other Bus,Bus,339,486,0,21Nov,86,Sullivan Square Station - Reservoir Station
2021-11-27,426,Express Bus,Other Bus,Bus,163,278,0,21Nov,426,"Central Square, Lynn - Haymarket or Wonderland Station"
2021-11-27,83,Local Bus,Other Bus,Bus,323,353,0,21Nov,83,"Rindge Avenue - Central Square, Cambridge"
2021-11-27,42,Local Bus,Other Bus,Bus,251,320,0,21Nov,42,Forest Hills Station - Nubian Station
2021-11-27,80,Local Bus,Other Bus,Bus,312,418,0,21Nov,80,Arlington Center - Lechmere Station
2021-11-27,411,Local Bus,Other Bus,Bus,107,150,0,21Nov,411,Kennedy Drive or Jack Satter House - Malden Center Station
2021-11-27,8,Local Bus,Other Bus,Bus,370,528,0,21Nov,8,Harbor Point - Kenmore Station
2021-11-27,41,Local Bus,Other Bus,Bus,190,287,0,21Nov,41,Centre Street & Eliot Street - JFK/UMass Station
2021-11-27,78,Local Bus,Other Bus,Bus,186,273,0,21Nov,78,Arlmont Village - Harvard Station
2021-11-27,40,Local Bus,Other Bus,Bus,135,184,0,21Nov,40,Georgetowne - Forest Hills Station
2021-11-27,77,Key Bus Route (Frequent Service),Key Bus,Bus,763,926,0,21Nov,77,Arlington Heights - Harvard Station
2021-11-27,39,Key Bus Route (Frequent Service),Key Bus,Bus,946,1181,0,21Nov,39,Forest Hills Station - Back Bay Station
2021-11-27,751,Rapid Transit,Silver Line,Bus,515,602,0,21Nov,SL4,Nubian Station - South Station
2021-11-27,38,Local Bus,Other Bus,Bus,186,250,0,21Nov,38,Wren Street - Forest Hills Station
2021-11-27,75,Local Bus,Other Bus,Bus,346,425,0,21Nov,75,Belmont Center - Harvard via Huron Avenue
2021-11-27,37,Local Bus,Other Bus,Bus,171,230,0,21Nov,37,Baker Street & Vermont Street - Forest Hills Station
2021-11-27,749,Rapid Transit,Silver Line,Bus,1121,1280,0,21Nov,SL5,Nubian Station - Temple Place
2021-11-27,36,Local Bus,Other Bus,Bus,313,444,0,21Nov,36,Millennium Park or VA Hospital - Forest Hills Station
2021-11-27,746,Rapid Transit,Silver Line,Bus,67,83,0,21Nov,SLW,Silver Line Way - South Station
2021-11-27,350,Local Bus,Other Bus,Bus,373,456,0,21Nov,350,North Burlington - Alewife Station
2021-11-27,743,Rapid Transit,Silver Line,Bus,1520,1855,0,21Nov,SL3,Chelsea Station - South Station
2021-11-27,35,Local Bus,Other Bus,Bus,187,287,0,21Nov,35,Dedham Mall or Stimson Street - Forest Hills Station
2021-11-27,34E,Local Bus,Other Bus,Bus,519,872,0,21Nov,34E,Walpole Center - Forest Hills Station
2021-11-27,34,Local Bus,Other Bus,Bus,247,398,0,21Nov,34,Dedham Mall or Dedham Line - Forest Hills Station
2021-11-27,33,Local Bus,Other Bus,Bus,107,127,0,21Nov,33,River Street & Milton Street - Mattapan Station
2021-11-27,32,Key Bus Route (Frequent Service),Key Bus,Bus,765,874,0,21Nov,32,Wolcott or Cleary Square - Forest Hills Station
2021-11-27,31,Local Bus,Other Bus,Bus,487,629,0,21Nov,31,Mattapan Station - Forest Hills Station via Morton Street
2021-11-27,30,Local Bus,Other Bus,Bus,166,224,0,21Nov,30,Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square
2021-11-27,29,Local Bus,Other Bus,Bus,168,215,0,21Nov,29,Mattapan Station - Jackson Square Station
2021-11-27,28,Key Bus Route (Frequent Service),Key Bus,Bus,1272,1606,0,21Nov,28,Mattapan Station - Ruggles Station
2021-11-27,26,Local Bus,Other Bus,Bus,206,257,0,21Nov,26,Ashmont Station - Norfolk Street Loop
2021-11-27,240,Local Bus,Other Bus,Bus,518,697,0,21Nov,240,Avon Square - Ashmont Station
2021-11-27,24,Local Bus,Other Bus,Bus,299,413,0,21Nov,24,Wakefield Avenue & Truman Parkway - Ashmont Station
2021-11-27,238,Local Bus,Other Bus,Bus,212,352,0,21Nov,238,Holbrook/Randolph Station - Quincy Center Station
2021-11-27,236,Local Bus,Other Bus,Bus,167,244,0,21Nov,236,South Shore Plaza - Quincy Center Station
2021-11-27,230,Local Bus,Other Bus,Bus,267,350,0,21Nov,230,Montello Station - Quincy Center Station
2021-11-27,23,Key Bus Route (Frequent Service),Key Bus,Bus,1689,2079,0,21Nov,23,Ashmont Station - Ruggles Station via Washington Street
2021-11-27,225,Local Bus,Other Bus,Bus,352,436,0,21Nov,225,Weymouth Landing - Quincy Center Station
2021-11-27,222,Local Bus,Other Bus,Bus,223,310,0,21Nov,222,East Weymouth - Quincy Center Station
2021-11-27,220,Local Bus,Other Bus,Bus,354,446,0,21Nov,220,Hingham Depot - Quincy Center Station
2021-11-27,22,Key Bus Route (Frequent Service),Key Bus,Bus,1166,1441,0,21Nov,22,Ashmont Station - Ruggles Station via Talbot Ave
2021-11-27,216,Local Bus,Other Bus,Bus,263,333,0,21Nov,216,Houghs Neck - Quincy Center Station via Germantown
2021-11-27,215,Local Bus,Other Bus,Bus,336,438,0,21Nov,215,Quincy Center Station - Ashmont Station via West Quincy
2021-11-27,211,Local Bus,Other Bus,Bus,119,138,0,21Nov,211,Quincy Center Station - Squantum
2021-11-27,210,Local Bus,Other Bus,Bus,82,112,0,21Nov,210,Quincy Center Station - Fields Corner Station
2021-11-27,21,Local Bus,Other Bus,Bus,328,366,0,21Nov,21,Ashmont Station - Forest Hills Station
2021-11-27,201,Local Bus,Other Bus,Bus,158,236,0,21Nov,201,Fields Corner Loop via Neponset Ave
2021-11-27,194,Local Bus,Other Bus,Bus,3,7,0,21Nov,NA,NA
2021-11-27,193,Local Bus,Other Bus,Bus,8,18,0,21Nov,NA,NA
2021-11-27,192,Local Bus,Other Bus,Bus,14,17,0,21Nov,NA,NA
2021-11-27,191,Local Bus,Other Bus,Bus,17,22,0,21Nov,NA,NA
2021-11-27,18,Local Bus,Other Bus,Bus,49,78,0,21Nov,18,Ashmont Station - Andrew Station
2021-11-27,171,Limited Service,Other Bus,Bus,7,9,0,21Nov,171,Logan Airport Terminals - Nubian Station
2021-11-27,17,Local Bus,Other Bus,Bus,324,381,0,21Nov,17,Fields Corner Station - Andrew Station
2021-11-27,16,Local Bus,Other Bus,Bus,546,780,0,21Nov,16,Forest Hills Station - Andrew Station or Harbor Point
2021-11-27,137,Local Bus,Other Bus,Bus,190,261,0,21Nov,137,Reading Depot - Malden Center Station
